"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"1CMET2-PWY",0.904322091675832,0.998527784150182,0.940105752267724,0.99891398088045
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",0.656592339581908,0.998527784150182,0.571759645084436,0.99891398088045
"AEROBACTINSYN-PWY",0.589487210339096,0.998527784150182,0.552411335061177,0.99891398088045
"ALL-CHORISMATE-PWY",0.34719084991035,0.998527784150182,0.243947997014387,0.99891398088045
"ANAEROFRUCAT-PWY",0.913979893803715,0.998527784150182,0.919128387935131,0.99891398088045
"ANAGLYCOLYSIS-PWY",0.863338986735192,0.998527784150182,0.931885125849707,0.998919633499726
"ARG+POLYAMINE-SYN",0.629658601644935,0.998527784150182,0.889351366490806,0.99891398088045
"ARGDEG-PWY",0.521420164370925,0.998527784150182,0.527701149631542,0.99891398088045
"ARGORNPROST-PWY",0.382829263998038,0.998527784150182,0.57639868444358,0.99891398088045
"ARGSYN-PWY",0.919667970943244,0.99857392420364,0.942628904533153,0.998915822755911
"ARGSYNBSUB-PWY",0.877952201523448,0.998527784150182,0.911776226603073,0.99891398088045
"ARO-PWY",0.899591200577189,0.998527784150182,0.940437028928556,0.99891398088045
"ASPASN-PWY",0.803681262371735,0.998527784150182,0.938357762404386,0.99891398088045
"AST-PWY",0.64363459108056,0.998527784150182,0.607249437904479,0.99891398088045
"BIOTIN-BIOSYNTHESIS-PWY",0.760836139642806,0.998527784150182,0.952754244531895,0.99891398088045
"BRANCHED-CHAIN-AA-SYN-PWY",0.936007690931978,0.99855366560813,0.88740991580463,0.99891398088045
"CALVIN-PWY",0.940524232233443,0.998527784150182,0.945523181295559,0.99891398088045
"CATECHOL-ORTHO-CLEAVAGE-PWY",0.784826677255865,0.998527784150182,0.70257655653157,0.99891398088045
"CENTFERM-PWY",0.256455378409477,0.998527784150182,0.102460073443481,0.99891398088045
"CHLOROPHYLL-SYN",0.49915740226098,0.998527784150182,0.467548332901565,0.99891398088045
"COA-PWY",0.840428247578299,0.998527784150182,0.893649874361143,0.99891398088045
"COBALSYN-PWY",0.235936516992544,0.998527784150182,0.35580435189301,0.99891398088045
"CODH-PWY",0.33257847255115,0.998527784150182,0.72094341645248,0.99891398088045
"COLANSYN-PWY",0.933927772866499,0.998554186115955,0.717089968319066,0.99891398088045
"COMPLETE-ARO-PWY",0.902426900075935,0.998540724879156,0.938101905068261,0.99891398088045
"CRNFORCAT-PWY",0.475155246634828,0.998527784150182,0.55456639347927,0.99891398088045
"DAPLYSINESYN-PWY",0.895655875661447,0.998546943729709,0.869454921400673,0.99891398088045
"DENITRIFICATION-PWY",0.956905068213075,0.998527784150182,0.687604407089958,0.99891398088045
"DENOVOPURINE2-PWY",0.858893685056427,0.998527784150182,0.909862921148655,0.99891398088045
"DHGLUCONATE-PYR-CAT-PWY",0.489700536238431,0.988454647378229,0.481776520699775,0.988812729822435
"DTDPRHAMSYN-PWY",0.929550425116917,0.998527784150182,0.941716957922204,0.99891398088045
"ENTBACSYN-PWY",0.84913779973442,0.998527784150182,0.575404046605184,0.99891398088045
"FAO-PWY",0.950196670907826,0.998619543754708,0.128059413274766,0.99891398088045
