"","taxa_id","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6"
"1","799cf90136a76dee2c16c712e9a2a0a9",0,FALSE,FALSE,FALSE,FALSE
"2","009480c38f81a26f1c4e830e9c93caf4",0,FALSE,FALSE,FALSE,FALSE
"3","eca96d0eac41f68b743702d79c9e76c3",0,FALSE,FALSE,FALSE,FALSE
"4","82af60a9fbe17b504dff915ca9672faf",0,FALSE,FALSE,FALSE,FALSE
"5","0023543b0eabdd72f3e0ececca855c24",0,FALSE,FALSE,FALSE,FALSE
"6","348334cffb06d926d970a62bab7ed6fe",0,FALSE,FALSE,FALSE,FALSE
"7","95bd8a1cd8d31d0ba211f053174668b7",0,FALSE,FALSE,FALSE,FALSE
"8","1a1389e02854f057f2be28011c270d04",0,FALSE,FALSE,FALSE,FALSE
"9","ca3228c5eb7007ae8c2de008eb9e6eb2",0,FALSE,FALSE,FALSE,FALSE
"10","38f54b4a4c056407cc4cb4543b24bc3b",0,FALSE,FALSE,FALSE,FALSE
"11","9131498685e0c9400633137d019823a5",0,FALSE,FALSE,FALSE,FALSE
"12","14f4fa1c72b365a9b596adb1493bb392",1,FALSE,FALSE,FALSE,FALSE
"13","fb50f1ca868107308f11c9b29424b1a1",0,FALSE,FALSE,FALSE,FALSE
"14","97ccdda005d4c78bb0d74b1b8b086dec",0,FALSE,FALSE,FALSE,FALSE
"15","3acc0e07a64825aa163420aef9c6b28a",0,FALSE,FALSE,FALSE,FALSE
"16","8872102ac6e44877ab26d5c3ced26a87",0,FALSE,FALSE,FALSE,FALSE
"17","07df33e2351b687f0e8534612c5f4f81",0,FALSE,FALSE,FALSE,FALSE
"18","ad1c3d8eac7ef0ed253ca5986872f44a",0,FALSE,FALSE,FALSE,FALSE
"19","fe05829251d4c129987e38a57420f942",0,FALSE,FALSE,FALSE,FALSE
"20","9df5b564073fc9f79ef55fc4ae9867dc",0,FALSE,FALSE,FALSE,FALSE
"21","ae0a39b9121bc574bd5e6087e5efce69",0,FALSE,FALSE,FALSE,FALSE
"22","63432cebec7e62df6157534a1664a386",0,FALSE,FALSE,FALSE,FALSE
"23","d1a57c2653c6b8990fd232c92f657dea",0,FALSE,FALSE,FALSE,FALSE
"24","df4cd348c42a1e08e14be5248873bf3e",0,FALSE,FALSE,FALSE,FALSE
"25","8c4c0d676bad41f9dc633b75c61aeb10",38,FALSE,FALSE,FALSE,FALSE
"26","cf354a35a9136f8bcbbf56b5072661b3",0,FALSE,FALSE,FALSE,FALSE
"27","f90a52789d568fd21bae908286a9b128",0,FALSE,FALSE,FALSE,FALSE
"28","36f53ffc91dec51f6e1ef753f04b355f",0,FALSE,FALSE,FALSE,FALSE
"29","4d8e660c6e11c8424e265755d1030dae",0,FALSE,FALSE,FALSE,FALSE
"30","ba5b70a2aa20c9cc9760f5e17ac2edcf",0,FALSE,FALSE,FALSE,FALSE
"31","de0bd25b6292c2c4600ca881d70b35f4",0,FALSE,FALSE,FALSE,FALSE
"32","bd026ca1f08cc30dfb3269a88e526cd1",0,FALSE,FALSE,FALSE,FALSE
"33","336fa0c240cc4c980a83e605903e03ed",0,FALSE,FALSE,FALSE,FALSE
"34","1846cfb1f14cc6db0ea4a6180a824c78",0,FALSE,FALSE,FALSE,FALSE
"35","05fbc52a0f1889a78d6a5d6ab908cf84",0,FALSE,FALSE,FALSE,FALSE
"36","681affac3f34a2bc0644abc5388e8006",0,FALSE,FALSE,FALSE,FALSE
"37","8e47e4d86b95693852ff8edec6ab2db0",0,FALSE,FALSE,FALSE,FALSE
"38","44bd9b09d5d8d27f443753bedf50b961",0,FALSE,FALSE,FALSE,FALSE
"39","67e3196dceb6bfde0f9273b7b707d3af",0,FALSE,FALSE,FALSE,FALSE
"40","571f43634152c2ee09a7d272b9c08db2",0,FALSE,FALSE,FALSE,FALSE
"41","8079a8328bd4aefd3e99d4a8b1f0eaa1",0,FALSE,FALSE,FALSE,FALSE
"42","94d80f9cb45edbee72edc95e107de683",0,FALSE,FALSE,FALSE,FALSE
"43","a608259dacdaae00cc0523e9f05f3564",4,FALSE,FALSE,FALSE,FALSE
"44","fc0b3c460b265fe3122591c8808934f6",0,FALSE,FALSE,FALSE,FALSE
"45","becf6f3d8f60e3af33c023ef765420f9",0,FALSE,FALSE,FALSE,FALSE
"46","326926d4d9ee8c9ce844b7f5f0d0c9b5",0,FALSE,FALSE,FALSE,FALSE
"47","e4fc4ce391cb9a3089b9e661a518f02d",0,FALSE,FALSE,FALSE,FALSE
"48","13fdde6f3acfeb830fda3cf40d6b97f4",0,FALSE,FALSE,FALSE,FALSE
"49","f9d33cafc117804381b4254a412f3059",0,FALSE,FALSE,FALSE,FALSE
"50","f30fbdda794bf3d30826ece025eef12b",0,FALSE,FALSE,FALSE,FALSE
"51","fc912155c4776332849eefe0c74bfe96",0,FALSE,FALSE,FALSE,FALSE
"52","95070266c039062ad8730a2f31c57c90",0,FALSE,FALSE,FALSE,FALSE
"53","3292b5ff3d553ee6912ce61e83214827",0,FALSE,FALSE,FALSE,FALSE
"54","a54b5aa6257b45d3dce066428be05613",0,FALSE,FALSE,FALSE,FALSE
"55","bcfd09cf4e4ff67403f8cbe780687192",0,FALSE,FALSE,FALSE,FALSE
"56","7ab591274861b5139e270ccc7e030255",0,FALSE,FALSE,FALSE,FALSE
"57","447e59d45376560e00533cec47492c40",0,FALSE,FALSE,FALSE,FALSE
"58","fb4d5de937d60208414af6a9f4f7a004",0,FALSE,FALSE,FALSE,FALSE
"59","59b7609fe271e801f1fa1400224bf009",0,FALSE,FALSE,FALSE,FALSE
"60","d2cd80f2bddd2fab1b7f189e92bbb435",0,FALSE,FALSE,FALSE,FALSE
"61","5f9d7767c1a830220b57a7aec6987c65",0,FALSE,FALSE,FALSE,FALSE
"62","b2c4ee4404130629b9c03863832f173e",0,FALSE,FALSE,FALSE,FALSE
"63","681e81963625831d74c5dfd457f7711f",0,FALSE,FALSE,FALSE,FALSE
"64","b192cbf5f83045aa358755ab929573ae",0,FALSE,FALSE,FALSE,FALSE
"65","315c7db2422c6a2995f9a8dd5bdd5e5d",0,FALSE,FALSE,FALSE,FALSE
"66","5bdba5a9e477148907acd312ca4f4bdc",0,FALSE,FALSE,FALSE,FALSE
"67","92a67dc6f7ddf44a3688b6ab43b94751",0,FALSE,FALSE,FALSE,FALSE
"68","cb2c0ec8eb3ab390b56c5493fe521518",0,FALSE,FALSE,FALSE,FALSE
"69","edb1a6ef8cafa9c57ee1fe06396ffa83",0,FALSE,FALSE,FALSE,FALSE
"70","3d0e60bf19d205391a9c955ae6d8b7aa",0,FALSE,FALSE,FALSE,FALSE
"71","205594408aa7cc57e993a58380057200",0,FALSE,FALSE,FALSE,FALSE
"72","77f4eb7dbde2889d39b2d0ff36be1d38",0,FALSE,FALSE,FALSE,FALSE
"73","c7c7a4dec27f46cf61706fbf8ed0df26",0,FALSE,FALSE,FALSE,FALSE
"74","b1f2925d3779798f8d2947629a957838",0,FALSE,FALSE,FALSE,FALSE
"75","0a49cdd650d7f01987bebcfde77be700",0,FALSE,FALSE,FALSE,FALSE
"76","62646a7d6c2ad11c7e913c8fdcde16d4",0,FALSE,FALSE,FALSE,FALSE
"77","7f754667b9e4359f1ee28ffc5976aa60",0,FALSE,FALSE,FALSE,FALSE
