"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"1CMET2-PWY",0.630749971264497,0.950493961693322,0.651658837122459,0.987249481961796
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY",0.566017306599582,0.950833421718293,0.526875399828136,0.982384769062263
"AEROBACTINSYN-PWY",0.629807672293415,0.957097656632564,0.671592668307641,0.988750323943153
"ALL-CHORISMATE-PWY",0.904306195350739,0.966824952866557,0.820771231426058,0.990122402334801
"ANAEROFRUCAT-PWY",0.550514206319601,0.950493961693322,0.514091943090099,0.987249481961796
"ANAGLYCOLYSIS-PWY",0.640517571526573,0.950493961693322,0.625769600740806,0.987249481961796
"ARG+POLYAMINE-SYN",0.943619226306336,0.976857533060336,0.983516499405265,0.993731554429115
"ARGDEG-PWY",0.565756301620624,0.956569270205335,0.571497675407735,0.98135147696452
"ARGORNPROST-PWY",0.304492204308903,0.950493961693322,0.956376497161363,0.993266483366487
"ARGSYN-PWY",0.554177388764813,0.950493961693322,0.483968144644709,0.987249481961796
"ARGSYNBSUB-PWY",0.465789950260411,0.950493961693322,0.404236387299019,0.987249481961796
"ARO-PWY",0.656431328268609,0.950493961693322,0.642869721473833,0.987249481961796
"ASPASN-PWY",0.741243650391408,0.950584474213698,0.792068371871861,0.987442196318266
"AST-PWY",0.5705189708026,0.950911205287903,0.520869520486119,0.986056245014906
"BIOTIN-BIOSYNTHESIS-PWY",0.806429956781117,0.952336511213098,0.87523538569067,0.990725657593726
"BRANCHED-CHAIN-AA-SYN-PWY",0.593821325129991,0.950493961693322,0.61391979096108,0.987249481961796
"CALVIN-PWY",0.723489724081829,0.950506451052502,0.718438726061628,0.987249481961796
"CATECHOL-ORTHO-CLEAVAGE-PWY",0.595112889907869,0.951226537925453,0.539214289803308,0.987702533766873
"CENTFERM-PWY",0.478859940489374,0.950493961693322,0.0461542374224623,0.911127821872354
"CHLOROPHYLL-SYN",0.469960246180684,0.951496544519803,0.486336527982393,0.97813715510474
"COA-PWY",0.64995733706419,0.950493961693322,0.639821266091203,0.987249481961796
