"","taxa_id","W","detected_0.9","detected_0.8","detected_0.7","detected_0.6"
"1","EC:1.1.1.1",0,FALSE,FALSE,FALSE,FALSE
"2","EC:1.1.1.100",0,FALSE,FALSE,FALSE,FALSE
"3","EC:1.1.1.102",NA,NA,NA,NA,NA
"4","EC:1.1.1.103",0,FALSE,FALSE,FALSE,FALSE
"5","EC:1.1.1.107",NA,NA,NA,NA,NA
"6","EC:1.1.1.108",0,FALSE,FALSE,FALSE,FALSE
"7","EC:1.1.1.11",0,FALSE,FALSE,FALSE,FALSE
"8","EC:1.1.1.122",0,FALSE,FALSE,FALSE,FALSE
"9","EC:1.1.1.125",0,FALSE,FALSE,FALSE,FALSE
"10","EC:1.1.1.130",0,FALSE,FALSE,FALSE,FALSE
"11","EC:1.1.1.132",7,FALSE,FALSE,FALSE,FALSE
"12","EC:1.1.1.133",0,FALSE,FALSE,FALSE,FALSE
"13","EC:1.1.1.136",0,FALSE,FALSE,FALSE,FALSE
"14","EC:1.1.1.137",0,FALSE,FALSE,FALSE,FALSE
"15","EC:1.1.1.14",0,FALSE,FALSE,FALSE,FALSE
"16","EC:1.1.1.140",51,FALSE,FALSE,FALSE,FALSE
"17","EC:1.1.1.157",6,FALSE,FALSE,FALSE,FALSE
"18","EC:1.1.1.159",0,FALSE,FALSE,FALSE,FALSE
"19","EC:1.1.1.169",2,FALSE,FALSE,FALSE,FALSE
"20","EC:1.1.1.17",0,FALSE,FALSE,FALSE,FALSE
"21","EC:1.1.1.173",NA,NA,NA,NA,NA
"22","EC:1.1.1.18",NA,NA,NA,NA,NA
"23","EC:1.1.1.193",0,FALSE,FALSE,FALSE,FALSE
"24","EC:1.1.1.2",0,FALSE,FALSE,FALSE,FALSE
"25","EC:1.1.1.202",0,FALSE,FALSE,FALSE,FALSE
"26","EC:1.1.1.203",0,FALSE,FALSE,FALSE,FALSE
"27","EC:1.1.1.205",0,FALSE,FALSE,FALSE,FALSE
"28","EC:1.1.1.206",32,FALSE,FALSE,FALSE,FALSE
"29","EC:1.1.1.215",1289,FALSE,FALSE,TRUE,TRUE
"30","EC:1.1.1.219",0,FALSE,FALSE,FALSE,FALSE
"31","EC:1.1.1.22",2,FALSE,FALSE,FALSE,FALSE
"32","EC:1.1.1.220",0,FALSE,FALSE,FALSE,FALSE
"33","EC:1.1.1.23",0,FALSE,FALSE,FALSE,FALSE
"34","EC:1.1.1.25",0,FALSE,FALSE,FALSE,FALSE
"35","EC:1.1.1.26",0,FALSE,FALSE,FALSE,FALSE
"36","EC:1.1.1.261",0,FALSE,FALSE,FALSE,FALSE
"37","EC:1.1.1.262",0,FALSE,FALSE,FALSE,FALSE
"38","EC:1.1.1.264",1455,FALSE,TRUE,TRUE,TRUE
"39","EC:1.1.1.267",0,FALSE,FALSE,FALSE,FALSE
"40","EC:1.1.1.27",2,FALSE,FALSE,FALSE,FALSE
"41","EC:1.1.1.271",0,FALSE,FALSE,FALSE,FALSE
"42","EC:1.1.1.276",0,FALSE,FALSE,FALSE,FALSE
"43","EC:1.1.1.28",0,FALSE,FALSE,FALSE,FALSE
"44","EC:1.1.1.281",0,FALSE,FALSE,FALSE,FALSE
"45","EC:1.1.1.284",0,FALSE,FALSE,FALSE,FALSE
"46","EC:1.1.1.29",0,FALSE,FALSE,FALSE,FALSE
"47","EC:1.1.1.290",0,FALSE,FALSE,FALSE,FALSE
"48","EC:1.1.1.292",29,FALSE,FALSE,FALSE,FALSE
"49","EC:1.1.1.3",0,FALSE,FALSE,FALSE,FALSE
"50","EC:1.1.1.30",1625,TRUE,TRUE,TRUE,TRUE
"51","EC:1.1.1.303",NA,NA,NA,NA,NA
"52","EC:1.1.1.304",NA,NA,NA,NA,NA
"53","EC:1.1.1.306",0,FALSE,FALSE,FALSE,FALSE
"54","EC:1.1.1.308",0,FALSE,FALSE,FALSE,FALSE
"55","EC:1.1.1.31",0,FALSE,FALSE,FALSE,FALSE
"56","EC:1.1.1.312",0,FALSE,FALSE,FALSE,FALSE
"57","EC:1.1.1.333",1467,FALSE,TRUE,TRUE,TRUE
"58","EC:1.1.1.335",664,FALSE,FALSE,FALSE,FALSE
"59","EC:1.1.1.336",0,FALSE,FALSE,FALSE,FALSE
"60","EC:1.1.1.338",28,FALSE,FALSE,FALSE,FALSE
"61","EC:1.1.1.339",0,FALSE,FALSE,FALSE,FALSE
"62","EC:1.1.1.34",1328,FALSE,FALSE,TRUE,TRUE
"63","EC:1.1.1.343",NA,NA,NA,NA,NA
"64","EC:1.1.1.346",1,FALSE,FALSE,FALSE,FALSE
"65","EC:1.1.1.35",0,FALSE,FALSE,FALSE,FALSE
"66","EC:1.1.1.350",0,FALSE,FALSE,FALSE,FALSE
"67","EC:1.1.1.36",1483,FALSE,TRUE,TRUE,TRUE
"68","EC:1.1.1.363",NA,NA,NA,NA,NA
"69","EC:1.1.1.367",0,FALSE,FALSE,FALSE,FALSE
"70","EC:1.1.1.369",NA,NA,NA,NA,NA
"71","EC:1.1.1.37",1,FALSE,FALSE,FALSE,FALSE
"72","EC:1.1.1.376",0,FALSE,FALSE,FALSE,FALSE
"73","EC:1.1.1.377",NA,NA,NA,NA,NA
"74","EC:1.1.1.378",NA,NA,NA,NA,NA
"75","EC:1.1.1.38",0,FALSE,FALSE,FALSE,FALSE
"76","EC:1.1.1.381",0,FALSE,FALSE,FALSE,FALSE
"77","EC:1.1.1.385",28,FALSE,FALSE,FALSE,FALSE
"78","EC:1.1.1.4",NA,NA,NA,NA,NA
"79","EC:1.1.1.40",0,FALSE,FALSE,FALSE,FALSE
"80","EC:1.1.1.41",0,FALSE,FALSE,FALSE,FALSE
"81","EC:1.1.1.42",0,FALSE,FALSE,FALSE,FALSE
"82","EC:1.1.1.44",NA,NA,NA,NA,NA
"83","EC:1.1.1.47",0,FALSE,FALSE,FALSE,FALSE
"84","EC:1.1.1.48",0,FALSE,FALSE,FALSE,FALSE
"85","EC:1.1.1.49",NA,NA,NA,NA,NA
"86","EC:1.1.1.53",0,FALSE,FALSE,FALSE,FALSE
"87","EC:1.1.1.56",6,FALSE,FALSE,FALSE,FALSE
"88","EC:1.1.1.57",0,FALSE,FALSE,FALSE,FALSE
"89","EC:1.1.1.58",0,FALSE,FALSE,FALSE,FALSE
"90","EC:1.1.1.6",2,FALSE,FALSE,FALSE,FALSE
"91","EC:1.1.1.60",0,FALSE,FALSE,FALSE,FALSE
"92","EC:1.1.1.61",0,FALSE,FALSE,FALSE,FALSE
"93","EC:1.1.1.65",0,FALSE,FALSE,FALSE,FALSE
"94","EC:1.1.1.67",1693,TRUE,TRUE,TRUE,TRUE
"95","EC:1.1.1.69",0,FALSE,FALSE,FALSE,FALSE
"96","EC:1.1.1.76",NA,NA,NA,NA,NA
"97","EC:1.1.1.77",62,FALSE,FALSE,FALSE,FALSE
"98","EC:1.1.1.79",1430,FALSE,TRUE,TRUE,TRUE
"99","EC:1.1.1.81",0,FALSE,FALSE,FALSE,FALSE
"100","EC:1.1.1.83",NA,NA,NA,NA,NA
"101","EC:1.1.1.85",1,FALSE,FALSE,FALSE,FALSE
"102","EC:1.1.1.86",1,FALSE,FALSE,FALSE,FALSE
"103","EC:1.1.1.88",0,FALSE,FALSE,FALSE,FALSE
"104","EC:1.1.1.9",1,FALSE,FALSE,FALSE,FALSE
"105","EC:1.1.1.90",1,FALSE,FALSE,FALSE,FALSE
"106","EC:1.1.1.91",1638,TRUE,TRUE,TRUE,TRUE
"107","EC:1.1.1.93",NA,NA,NA,NA,NA
"108","EC:1.1.1.94",0,FALSE,FALSE,FALSE,FALSE
"109","EC:1.1.1.95",1,FALSE,FALSE,FALSE,FALSE
"110","EC:1.1.2.3",0,FALSE,FALSE,FALSE,FALSE
"111","EC:1.1.2.4",1371,FALSE,FALSE,TRUE,TRUE
"112","EC:1.1.2.7",0,FALSE,FALSE,FALSE,FALSE
"113","EC:1.1.2.8",0,FALSE,FALSE,FALSE,FALSE
"114","EC:1.1.3.12",NA,NA,NA,NA,NA
"115","EC:1.1.3.15",0,FALSE,FALSE,FALSE,FALSE
"116","EC:1.1.3.21",0,FALSE,FALSE,FALSE,FALSE
"117","EC:1.1.3.46",5,FALSE,FALSE,FALSE,FALSE
"118","EC:1.1.3.48",25,FALSE,FALSE,FALSE,FALSE
"119","EC:1.1.3.6",1,FALSE,FALSE,FALSE,FALSE
"120","EC:1.1.5.2",0,FALSE,FALSE,FALSE,FALSE
"121","EC:1.1.5.3",81,FALSE,FALSE,FALSE,FALSE
"122","EC:1.1.5.4",15,FALSE,FALSE,FALSE,FALSE
"123","EC:1.1.9.1",0,FALSE,FALSE,FALSE,FALSE
"124","EC:1.1.98.3",NA,NA,NA,NA,NA
"125","EC:1.1.99.1",1466,FALSE,TRUE,TRUE,TRUE
"126","EC:1.1.99.21",0,FALSE,FALSE,FALSE,FALSE
"127","EC:1.1.99.28",2,FALSE,FALSE,FALSE,FALSE
"128","EC:1.1.99.3",0,FALSE,FALSE,FALSE,FALSE
"129","EC:1.10.2.2",0,FALSE,FALSE,FALSE,FALSE
"130","EC:1.10.3.12",0,FALSE,FALSE,FALSE,FALSE
