Feature ID	Taxon	Confidence
f034ec1a2cb2341f37b4fef55ae08d02	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__Rothia_dentocariosa	0.7028169446877711
f2e47018531a4ee54d1d0b8c9fcffbdf	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hofstadii	0.9964457053741778
1adc80162c9267c2fa313eb29687a03a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_gingivalis	0.998393984368128
66e732c80d2c61537cd3d33686127c95	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_sp.	0.7685497050752205
84d9dbe9870e4cf6bc6b3448c16b0db1	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hofstadii	0.9968741152608416
d6746647bd9c3d5bab27878def829723	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.99999995071509
4645e68e25767be40d14a5b01fcdfb29	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia; s__Rothia_mucilaginosa	0.7542587948473854
21f829ecb5124b03608df09192009a94	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__uncultured_bacterium	0.9866319472424616
aeaa3ad7c414c7ee184601a73042854b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_ochracea	0.9776427628868563
cedf8465c61a22b9a7c459fb63fca77b	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia	0.999999958176604
a51ee65e36cde23c96595ddc48febe5c	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_gracilis	0.9997631434286723
436f1a027de40afa713fb6836327ab4e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_gingivalis	0.9948323530637401
89292cb038619961fdac3814058534c3	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_cristatus	0.7850821899951714
8d1b08126c2b064870fa323560c30030	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hongkongensis	0.8378133137423496
adb31fa9ff5d9bdf3647b827185dcc54	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_buccalis	0.9961874145126506
77e6c7b18e696f00945b5069b588a8cc	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces_viscosus	0.7961246266606352
ad6d3791350c3da6776dee14aba263e4	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__uncultured_bacterium	0.970805139603826
438da5e84a791ad362bca9743d92ac45	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9999999188493032
7a6c69e3240c0a77c2b5c6b380a3456d	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__uncultured_bacterium	0.9950053103070439
1cc53a58106d09a9b0e41aa0b7a54eec	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria; s__Neisseria_elongata	0.9976773215831498
4aa060c2994ce6f7154e33f1dfaced10	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_salivae	0.9999851567599757
2ddf1802c42738afd2f36c5f6882459a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Neisseriaceae; g__Neisseria	0.999999759413685
71db997a0e243c1f290da707581d9c7e	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium_valvarum	0.9982938392143623
c971216442920371ec921d2004095fc9	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hongkongensis	0.8051263738109495
8817a7d7a4e412208a95f8e3abd43354	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium	0.9999998589809221
7960864f65c59b7c001f54ddac6c479d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_sanguinis	0.9436549849894267
43ecc8877cb8b9a0f3f16cac2312f311	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999667715436
e256f457880b02c1a5d5ebe710188ab5	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999999710970442
c3bb0b18c67f402fa40a8dc253ef9f9d	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999996505559456
4164aef02bf137541f1136910724f662	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_sanguinis	0.93374448493441
f78948b578be14b60b001865429a0a9a	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus_mutans	0.9999990635429988
77c4e1a28d44f2fbf74c40818026bb88	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	0.9999995417827703
60a9c587a0491211476b8382d4101c36	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_wadei	0.9978538480363592
170c3e7a202fd8f320ec6040beeefdd9	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales; f__Cardiobacteriaceae; g__Cardiobacterium; s__Cardiobacterium_valvarum	0.9653774787042302
60742a503a2ac96fc85885f85fc93b5f	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__uncultured_bacterium	0.7659194090128483
4723a8d0de95e3a6c547ee4a95fb8d97	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_gingivalis	0.9960736712248254
025fca77adc3c428f0fe7b7e75151db5	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia	0.9995233105888616
41b55885f4380943cb83546cf50b05d6	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_hofstadii	0.9243102558012934
8da07c525f21d46272907277bb7ef148	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; s__Leptotrichia_wadei	0.9981869968915504
7f9accfaf817f20a87d55282af50a079	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_oulorum	0.9960772141576666
b3a4f15dd49c3dfd2cb834d46b6296be	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Capnocytophaga; s__Capnocytophaga_ochracea	0.9605154031640981
