#OTU ID,1035,1072,1133,1163,1167,1244,1314,1343,1347,1351,1365,1368,1380,1386,1431,1441,1457,1466,1488,1493,1496,1512,1552,1560,1574,1585,1607,1608,1630,1639,1650,1655,1661,1667,1730,1758,1774,1799,1806,1818,1822,1825,1864,1871,1876,1913,1972,1973,2024,2028,2074,2088,2104,2108,2118,2137,3003,3011,3012,3021,3022,3024,3031,3036,3040,3046,3048,3049,3052,3053,3059,3060,3063,3068,3073,3080,3086,3087,3090,3128,3162,3173,3191,3201,3213,3217,3222,8223,8288,8876
g__0319-6G20 c__Oligoflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Abiotrophia,26,79,0,0,31,0,0,0,0,0,0,0,0,0,51,0,0,0,21,0,10,0,0,0,0,0,31,0,0,0,0,0,12,0,0,0,0,0,487,0,17,21,45,0,0,0,0,0,0,0,24,0,0,0,0,0,357,44,0,0,0,0,0,0,94,9,507,12,0,0,187,0,0,0,0,0,0,0,0,0,91,360,0,0,0,0,10,0,26,0
g__Absconditabacteriales_(SR1),0,16,0,42,0,0,0,0,0,13,0,0,0,0,0,0,466,0,10,0,14,0,191,0,6,0,37,10,0,0,0,0,0,0,0,0,29,0,16,0,34,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,986,18,0,23,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Acetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0
g__Acidovorax,0,0,0,0,0,0,0,58,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Acinetobacter,0,0,0,0,0,0,0,19,63,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Actinobacillus,478,0,0,65,130,0,0,0,1188,0,6199,0,0,0,0,0,0,815,122,7398,173,0,26,0,158,12,0,0,0,170,0,0,167,976,0,0,32,213,75,0,44,442,30,0,0,0,6831,0,0,0,0,0,0,0,2285,0,91,0,0,0,19,0,16,111,2180,3165,0,32,18,0,0,1514,1058,400,0,369,78,0,0,0,67,0,0,0,0,0,0,390,0,414
g__Actinomyces,344,494,0,127,205,2267,336,595,0,386,245,558,59,359,0,372,0,0,436,0,69,0,79,2122,16,0,126,638,107,287,3070,2452,0,0,634,186,316,37,260,352,732,129,86,71,1319,774,37,720,167,0,51,424,0,219,325,884,205,850,1472,611,1894,670,136,0,269,78,17,81,53,0,359,267,333,14,434,0,714,176,1783,1255,23,214,226,572,1011,174,785,595,64,1008
g__Aerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
g__Aestuariimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
