,1035,1072,1133,1163,1167,1244,1314,1343,1347,1351,1365,1368,1380,1386,1431,1441,1457,1466,1488,1493,1496,1512,1552,1560,1574,1585,1607,1608,1630,1639,1650,1655,1661,1667,1730,1758,1774,1799,1806,1818,1822,1825,1864,1871,1876,1913,1972,1973,2024,2028,2074,2088,2104,2108,2118,2137,3003,3011,3012,3021,3022,3024,3031,3036,3040,3046,3048,3049,3052,3053,3059,3060,3063,3068,3073,3080,3086,3087,3090,3128,3162,3173,3191,3201,3213,3217,3222,8223,8288,8876
g__0319-6G20 c__Oligoflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Abiotrophia,9,42,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,15,0,7,0,0,0,0,0,24,0,0,0,0,0,2,0,0,0,0,0,149,0,5,12,20,0,0,0,0,0,0,0,8,0,0,0,0,0,103,13,0,0,0,0,0,0,58,3,227,4,0,0,76,0,0,0,0,0,0,0,0,0,55,193,0,0,0,0,7,0,7,0
g__Absconditabacteriales_(SR1),0,1,0,20,0,0,0,0,0,5,0,0,0,0,0,0,196,0,16,0,7,0,84,0,3,0,36,1,0,0,0,0,0,0,0,0,6,0,7,0,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,303,7,0,5,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Acetobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
g__Acidovorax,0,0,0,0,0,0,0,31,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Acinetobacter,0,0,0,0,0,0,0,9,53,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Actinobacillus,270,0,0,37,56,0,0,0,1080,0,2039,0,0,0,0,0,0,436,65,2399,65,0,15,0,61,3,0,0,0,61,0,0,74,330,0,0,9,70,24,0,10,151,8,0,0,0,2206,0,0,0,0,0,0,0,1100,0,32,0,0,0,5,0,7,84,1199,1388,0,17,11,0,0,758,227,290,0,209,37,0,0,0,31,0,0,0,0,0,0,312,0,290
g__Actinomyces,173,253,0,65,86,1408,196,378,0,234,82,220,22,211,0,243,0,0,351,0,23,0,37,904,7,0,94,288,57,86,732,912,0,0,274,65,95,9,65,100,205,40,35,22,851,353,13,228,23,0,34,100,0,100,128,642,68,276,813,167,679,160,54,0,150,30,6,33,31,0,115,126,73,10,339,0,345,77,885,680,15,101,107,203,976,98,547,449,37,609
g__Aerococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
g__Aestuariimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
g__Aggregatibacter,164,0,0,5,2,72,0,0,76,0,83,10,0,11,1463,0,0,0,172,48,77,0,0,0,14,0,51,85,103,0,0,0,0,0,5,0,0,17,155,8,318,12,6,0,0,0,0,0,0,0,9,0,0,0,15,61,0,101,0,404,70,0,191,301,51,52,0,0,0,0,126,0,83,0,0,0,44,0,6,0,20,0,80,15,0,0,0,0,0,0
g__Alloprevotella,160,0,0,4,0,0,114,0,0,42,0,22,0,11,65,0,112,0,54,9,16,15,64,2,29,0,64,73,67,0,7,139,52,0,0,0,17,35,8,12,80,5,0,7,0,48,12,17,91,0,21,89,0,165,2,0,134,88,8,417,70,26,42,343,53,29,0,369,21,0,148,14,74,176,295,18,87,0,27,0,235,0,0,68,0,0,4,5,0,29
g__Alloscardovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
g__Altererythrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Alysiella,0,0,0,0,10,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerococcus,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaeroglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
