feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X348334cffb06d926d970a62bab7ed6fe	Progression	progression	-0.0572786549712594	0.0334393993633023	90	22	0.0902505663540167	0.5927980491686
X14f4fa1c72b365a9b596adb1493bb392	Progression	progression	-0.0160531632074022	0.0067173422620883	90	16	0.0189912631169353	0.5927980491686
X97ccdda005d4c78bb0d74b1b8b086dec	Progression	progression	-0.0223039178064309	0.0105833691246618	90	13	0.0393381152412873	0.5927980491686
ad1c3d8eac7ef0ed253ca5986872f44a	Progression	progression	-0.0177362976778187	0.00948630695265332	90	14	0.0664938101758645	0.5927980491686
ae0a39b9121bc574bd5e6087e5efce69	Progression	progression	-0.0257549916216412	0.0150348849766759	90	15	0.0902309103528551	0.5927980491686
cf354a35a9136f8bcbbf56b5072661b3	Progression	progression	-0.0471420919405808	0.0251759773037158	90	28	0.0644577988905945	0.5927980491686
X4d8e660c6e11c8424e265755d1030dae	Progression	progression	-0.0250195013493563	0.0137261010435312	90	47	0.0734066014012368	0.5927980491686
bd026ca1f08cc30dfb3269a88e526cd1	Progression	progression	-0.0139701690201274	0.00814591631714085	90	11	0.0915953584579668	0.5927980491686
X8079a8328bd4aefd3e99d4a8b1f0eaa1	Progression	progression	0.0173362001162863	0.00873984448374733	90	10	0.0504196842704523	0.5927980491686
a608259dacdaae00cc0523e9f05f3564	Progression	progression	-0.0142091063666047	0.00816813085433271	90	19	0.0854294439921931	0.5927980491686
X7ab591274861b5139e270ccc7e030255	Progression	progression	-0.0173683477816314	0.0089641822643846	90	11	0.0574722688899327	0.5927980491686
X62646a7d6c2ad11c7e913c8fdcde16d4	Progression	progression	-0.0479442170774972	0.0283357081860469	90	26	0.0941828676249177	0.5927980491686
X907634606739491dbe301f45e7564d36	Progression	progression	0.0442104006561739	0.0199018144571561	90	16	0.0288883172916218	0.5927980491686
X5eb007589dd41e47f25b6d92a414903e	Progression	progression	0.0204612112237228	0.00931183592480465	90	12	0.0306232125956262	0.5927980491686
a2722b94050a1d81b94fce9a9062f0b6	Progression	progression	-0.0135569755075386	0.00745063264900923	90	11	0.0722244119607528	0.5927980491686
cda87f0a7deb185daebedbad5e5d2927	Progression	progression	-0.0147890243382074	0.00801992370237104	90	10	0.0702009026326896	0.5927980491686
X22ac9127eac44714ed26d79fc6c11db4	Progression	progression	-0.0305100112856468	0.0178943138772234	90	54	0.0934529732839867	0.5927980491686
X8c4c0d676bad41f9dc633b75c61aeb10	Progression	progression	0.0266404640941894	0.0162992131371408	90	12	0.10748676798681	0.638949120810482
X326926d4d9ee8c9ce844b7f5f0d0c9b5	Progression	progression	0.015866895648409	0.0101082567140095	90	13	0.120074622310324	0.676209715116033
fc912155c4776332849eefe0c74bfe96	Progression	progression	0.00906281132607619	0.00587393983717833	90	13	0.128205828012422	0.685901179866455
becf6f3d8f60e3af33c023ef765420f9	Progression	progression	-0.0178575388106176	0.0119162355729851	90	14	0.137559114225268	0.700896439147795
X63432cebec7e62df6157534a1664a386	Progression	progression	-0.0284250215729024	0.0194296315756653	90	22	0.147037420833345	0.715136546780359
X36f53ffc91dec51f6e1ef753f04b355f	Progression	progression	0.0171360093744882	0.0122514497901036	90	12	0.165419751105011	0.737496390343175
b2c4ee4404130629b9c03863832f173e	Progression	progression	0.05600147864123	0.0398392430558714	90	37	0.163338187779958	0.737496390343175
X1a1389e02854f057f2be28011c270d04	Progression	progression	0.033459816070749	0.0249428922010182	90	35	0.184912982876148	0.743479306016392
X07df33e2351b687f0e8534612c5f4f81	Progression	progression	-0.00283345179506448	0.00215941367264024	90	12	0.194555332415504	0.743479306016392
