,chao1,shannon,simpson,simpson_e,faith_pd
1035,0.0,0.0,0.0,0.0,0.0
1072,0.0,0.0,0.0,0.0,0.0
1133,2.0,0.7273006785144037,0.3232286340394449,0.7388019427954668,0.6066074180400001
1163,1.0,0.0,0.0,1.0,0.50230818552
1167,1.0,0.0,0.0,1.0,0.50230818552
1244,0.0,0.0,0.0,0.0,0.0
1314,0.0,0.0,0.0,0.0,0.0
1343,0.0,0.0,0.0,0.0,0.0
1347,0.0,0.0,0.0,0.0,0.0
1351,0.0,0.0,0.0,0.0,0.0
1365,1.0,0.0,0.0,1.0,0.50230818552
1368,0.0,0.0,0.0,0.0,0.0
1380,2.0,0.8997437586982626,0.43213296398891965,0.8804878048780488,0.6131100255999999
1386,0.0,0.0,0.0,0.0,0.0
1431,0.0,0.0,0.0,0.0,0.0
1441,1.0,0.0,0.0,1.0,0.60118905512
1457,0.0,0.0,0.0,0.0,0.0
1466,0.0,0.0,0.0,0.0,0.0
1488,1.0,0.0,0.0,1.0,0.5557663934999999
1493,0.0,0.0,0.0,0.0,0.0
1496,0.0,0.0,0.0,0.0,0.0
1512,0.0,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0,0.0
1607,1.0,0.0,0.0,1.0,0.53066416052
1608,1.0,0.0,0.0,1.0,0.5557663934999999
1630,0.0,0.0,0.0,0.0,0.0
1639,1.0,0.0,0.0,1.0,0.5513961759999999
1650,0.0,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0,0.0
1818,2.0,0.6795851972782938,0.2949122585532129,0.7091316025067144,0.65327111652
1822,1.0,0.0,0.0,1.0,0.5557663934999999
1825,0.0,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0,0.0
1871,0.0,0.0,0.0,0.0,0.0
1876,0.0,0.0,0.0,0.0,0.0
1913,0.0,0.0,0.0,0.0,0.0
1972,0.0,0.0,0.0,0.0,0.0
1973,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0
2028,0.0,0.0,0.0,0.0,0.0
2074,0.0,0.0,0.0,0.0,0.0
2088,1.0,0.0,0.0,1.0,0.5430259425199999
2104,0.0,0.0,0.0,0.0,0.0
2108,0.0,0.0,0.0,0.0,0.0
2118,0.0,0.0,0.0,0.0,0.0
2137,0.0,0.0,0.0,0.0,0.0
3003,0.0,0.0,0.0,0.0,0.0
3011,0.0,0.0,0.0,0.0,0.0
3012,0.0,0.0,0.0,0.0,0.0
3021,0.0,0.0,0.0,0.0,0.0
3022,0.0,0.0,0.0,0.0,0.0
3024,0.0,0.0,0.0,0.0,0.0
3031,0.0,0.0,0.0,0.0,0.0
3036,0.0,0.0,0.0,0.0,0.0
3040,0.0,0.0,0.0,0.0,0.0
3046,1.0,0.0,0.0,1.0,0.53066416052
3048,0.0,0.0,0.0,0.0,0.0
3049,0.0,0.0,0.0,0.0,0.0
3052,1.0,0.0,0.0,1.0,0.53066416052
3053,1.0,0.0,0.0,1.0,0.53066416052
3059,0.0,0.0,0.0,0.0,0.0
3060,1.0,0.0,0.0,1.0,0.53066416052
3063,0.0,0.0,0.0,0.0,0.0
3068,0.0,0.0,0.0,0.0,0.0
3073,0.0,0.0,0.0,0.0,0.0
3080,0.0,0.0,0.0,0.0,0.0
3086,0.0,0.0,0.0,0.0,0.0
3087,0.0,0.0,0.0,0.0,0.0
3090,0.0,0.0,0.0,0.0,0.0
3128,0.0,0.0,0.0,0.0,0.0
3162,0.0,0.0,0.0,0.0,0.0
3173,0.0,0.0,0.0,0.0,0.0
3191,1.0,0.0,0.0,1.0,0.47757905749999996
3201,0.0,0.0,0.0,0.0,0.0
3213,0.0,0.0,0.0,0.0,0.0
3217,0.0,0.0,0.0,0.0,0.0
3222,0.0,0.0,0.0,0.0,0.0
8223,0.0,0.0,0.0,0.0,0.0
8288,0.0,0.0,0.0,0.0,0.0
8876,0.0,0.0,0.0,0.0,0.0
